Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4052.0,0.0,0.0,893.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4088.0,0.0,0.0,897.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4140.0,0.0,0.0,892.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,98%,0:00.09,0.0,0.0,0.0,0.0,4064.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4104.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,891.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4172.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.07,0.0,100%,0:00.07,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,891.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4184.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4088.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4156.0,0.0,0.0,897.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,3996.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,892.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4040.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4052.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,891.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4052.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,897.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,894.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,98%,0:00.09,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,97%,0:00.07,0.0,0.0,0.0,0.0,4176.0,0.0,0.0,897.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,896.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4004.0,0.0,0.0,892.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.07,0.0,100%,0:00.07,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,891.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,894.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4180.0,0.0,0.0,894.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4172.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4088.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,892.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,98%,0:00.09,0.0,0.0,0.0,0.0,3996.0,0.0,0.0,890.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4052.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.08,0.0,98%,0:00.08,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,891.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,98%,0:00.09,0.0,0.0,0.0,0.0,4056.0,0.0,0.0,894.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4116.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,96%,0:00.06,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,893.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,895.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4064.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,891.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,895.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4176.0,0.0,0.0,897.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,894.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4184.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4064.0,0.0,0.0,896.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,97%,0:00.06,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,897.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4056.0,0.0,0.0,894.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,3996.0,0.0,0.0,890.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4004.0,0.0,0.0,892.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,895.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.07,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,891.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,3996.0,0.0,0.0,890.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4004.0,0.0,0.0,890.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4056.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,895.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.07,0.0,100%,0:00.07,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,895.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.07,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,894.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,892.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,894.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4140.0,0.0,0.0,894.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4000.0,0.0,0.0,891.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4176.0,0.0,0.0,897.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.07,0.0,100%,0:00.07,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4180.0,0.0,0.0,895.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4004.0,0.0,0.0,890.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4180.0,0.0,0.0,894.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4176.0,0.0,0.0,897.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4064.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4080.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4088.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.07,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,894.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,892.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,895.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4132.0,0.0,0.0,897.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.07,0.0,100%,0:00.07,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,891.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4004.0,0.0,0.0,890.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4184.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,896.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,895.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,895.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4064.0,0.0,0.0,898.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4092.0,0.0,0.0,897.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,895.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,97%,0:00.06,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4024.0,0.0,0.0,895.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,896.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4172.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,893.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4096.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4120.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4008.0,0.0,0.0,892.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,98%,0:00.06,0.0,0.0,0.0,0.0,4172.0,0.0,0.0,896.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,894.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4060.0,0.0,0.0,895.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4176.0,0.0,0.0,897.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4148.0,0.0,0.0,896.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.09,0.0,100%,0:00.09,0.0,0.0,0.0,0.0,4004.0,0.0,0.0,890.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""./cpp_MM1""",0.06,0.0,100%,0:00.06,0.0,0.0,0.0,0.0,4144.0,0.0,0.0,893.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
