Command being timed,User time (seconds),System time (seconds),Percent of CPU this job got,Elapsed (wall clock) time (h:mm:ss or m:ss),Average shared text size (kbytes),Average unshared data size (kbytes),Average stack size (kbytes),Average total size (kbytes),Maximum resident set size (kbytes),Average resident set size (kbytes),Major (requiring I/O) page faults,Minor (reclaiming a frame) page faults,Voluntary context switches,Involuntary context switches,Swaps,File system inputs,File system outputs,Socket messages sent,Socket messages received,Signals delivered,Page size (bytes),Exit status
"""python ciw_MM1.py""",3.82,1.63,163%,0:03.33,0.0,0.0,0.0,0.0,68608.0,0.0,1.0,22185.0,42.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.97,1.66,160%,0:03.51,0.0,0.0,0.0,0.0,68404.0,0.0,1.0,22692.0,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.78,1.65,164%,0:03.31,0.0,0.0,0.0,0.0,68460.0,0.0,1.0,22184.0,36.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.01,1.61,160%,0:03.50,0.0,0.0,0.0,0.0,68540.0,0.0,1.0,22182.0,43.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.14,1.69,157%,0:03.71,0.0,0.0,0.0,0.0,68776.0,0.0,0.0,22186.0,38.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.9,1.69,161%,0:03.47,0.0,0.0,0.0,0.0,68372.0,0.0,12.0,21939.0,38.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.64,1.65,166%,0:03.18,0.0,0.0,0.0,0.0,68756.0,0.0,1.0,22238.0,33.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.92,1.61,160%,0:03.44,0.0,0.0,0.0,0.0,68448.0,0.0,1.0,22172.0,38.0,23826.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.9,1.61,161%,0:03.41,0.0,0.0,0.0,0.0,68676.0,0.0,1.0,21663.0,39.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.85,1.61,163%,0:03.35,0.0,0.0,0.0,0.0,68344.0,0.0,0.0,21926.0,25.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.94,1.64,160%,0:03.47,0.0,0.0,0.0,0.0,68596.0,0.0,0.0,21654.0,23.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.96,1.58,161%,0:03.44,0.0,0.0,0.0,0.0,68528.0,0.0,10.0,21657.0,34.0,345.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.89,1.58,163%,0:03.35,0.0,0.0,0.0,0.0,68424.0,0.0,2.0,21937.0,41.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.28,1.6,155%,0:03.77,0.0,0.0,0.0,0.0,68752.0,0.0,13.0,21944.0,37.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.36,1.55,150%,0:03.92,0.0,0.0,0.0,0.0,68292.0,0.0,5.0,21943.0,25.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.06,1.55,160%,0:03.50,0.0,0.0,0.0,0.0,68496.0,0.0,0.0,22183.0,24.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.79,1.67,163%,0:03.35,0.0,0.0,0.0,0.0,68420.0,0.0,1.0,22181.0,28.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.98,1.66,160%,0:03.52,0.0,0.0,0.0,0.0,68284.0,0.0,1.0,21959.0,45.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.06,1.61,159%,0:03.56,0.0,0.0,0.0,0.0,68400.0,0.0,8.0,22190.0,42.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.02,1.56,160%,0:03.48,0.0,0.0,0.0,0.0,68256.0,0.0,1.0,22699.0,25.0,455.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.94,1.58,162%,0:03.40,0.0,0.0,0.0,0.0,68332.0,0.0,0.0,21922.0,32.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.04,1.59,160%,0:03.52,0.0,0.0,0.0,0.0,68656.0,0.0,1.0,22180.0,43.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.09,1.49,156%,0:03.57,0.0,0.0,0.0,0.0,68220.0,0.0,0.0,21918.0,30.0,988.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.58,1.64,150%,0:04.14,0.0,0.0,0.0,0.0,68440.0,0.0,0.0,21936.0,20.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.98,1.62,158%,0:03.53,0.0,0.0,0.0,0.0,68612.0,0.0,1.0,22182.0,27.0,768.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.06,1.62,159%,0:03.56,0.0,0.0,0.0,0.0,68400.0,0.0,8.0,22694.0,38.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.3,1.58,153%,0:03.83,0.0,0.0,0.0,0.0,68692.0,0.0,1.0,21942.0,24.0,553.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.31,1.71,153%,0:03.92,0.0,0.0,0.0,0.0,68436.0,0.0,4.0,21929.0,30.0,439.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.18,1.59,157%,0:03.66,0.0,0.0,0.0,0.0,68412.0,0.0,5.0,21941.0,27.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.98,1.56,160%,0:03.46,0.0,0.0,0.0,0.0,68436.0,0.0,0.0,21935.0,18.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.26,1.61,155%,0:03.78,0.0,0.0,0.0,0.0,68360.0,0.0,0.0,22180.0,30.0,372.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.38,1.47,150%,0:03.90,0.0,0.0,0.0,0.0,68432.0,0.0,10.0,21937.0,29.0,2335.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.34,1.53,151%,0:03.87,0.0,0.0,0.0,0.0,68840.0,0.0,1.0,21940.0,26.0,6468.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.11,1.55,156%,0:03.62,0.0,0.0,0.0,0.0,68616.0,0.0,2.0,22217.0,30.0,1147.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.97,1.63,160%,0:03.49,0.0,0.0,0.0,0.0,68476.0,0.0,1.0,22179.0,47.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.1,1.6,159%,0:03.58,0.0,0.0,0.0,0.0,68684.0,0.0,1.0,22179.0,47.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.03,1.61,160%,0:03.52,0.0,0.0,0.0,0.0,68456.0,0.0,0.0,22176.0,37.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.23,1.68,155%,0:03.81,0.0,0.0,0.0,0.0,68752.0,0.0,1.0,21941.0,28.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.0,1.65,159%,0:03.54,0.0,0.0,0.0,0.0,68416.0,0.0,0.0,21931.0,32.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.88,1.57,158%,0:03.45,0.0,0.0,0.0,0.0,68436.0,0.0,3.0,21945.0,32.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.15,1.59,157%,0:03.65,0.0,0.0,0.0,0.0,68448.0,0.0,11.0,21944.0,32.0,451.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.0,1.62,158%,0:03.55,0.0,0.0,0.0,0.0,68460.0,0.0,2.0,22180.0,34.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.9,1.62,160%,0:03.44,0.0,0.0,0.0,0.0,68664.0,0.0,1.0,21941.0,27.0,438.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.98,1.7,159%,0:03.56,0.0,0.0,0.0,0.0,68328.0,0.0,0.0,21935.0,43.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.01,1.61,160%,0:03.51,0.0,0.0,0.0,0.0,68348.0,0.0,0.0,21932.0,28.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.05,1.6,160%,0:03.53,0.0,0.0,0.0,0.0,68464.0,0.0,2.0,22181.0,26.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.09,1.57,158%,0:03.57,0.0,0.0,0.0,0.0,68472.0,0.0,1.0,21179.0,24.0,706.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.08,1.64,158%,0:03.61,0.0,0.0,0.0,0.0,68688.0,0.0,2.0,21941.0,26.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.97,1.57,155%,0:03.56,0.0,0.0,0.0,0.0,68612.0,0.0,1.0,21930.0,21.0,648.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.33,1.62,154%,0:03.84,0.0,0.0,0.0,0.0,68724.0,0.0,1.0,21937.0,52.0,220.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.17,1.66,155%,0:03.76,0.0,0.0,0.0,0.0,68568.0,0.0,0.0,22191.0,29.0,588.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.99,1.55,154%,0:03.60,0.0,0.0,0.0,0.0,68452.0,0.0,0.0,22701.0,23.0,3593.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.23,1.59,156%,0:03.72,0.0,0.0,0.0,0.0,68424.0,0.0,0.0,22180.0,31.0,735.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.33,1.62,154%,0:03.85,0.0,0.0,0.0,0.0,68544.0,0.0,3.0,22200.0,30.0,466.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.03,1.62,159%,0:03.54,0.0,0.0,0.0,0.0,68392.0,0.0,1.0,22174.0,28.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.04,1.58,155%,0:03.61,0.0,0.0,0.0,0.0,68076.0,0.0,2.0,22692.0,30.0,460.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.02,1.67,158%,0:03.58,0.0,0.0,0.0,0.0,68580.0,0.0,1.0,22181.0,25.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.07,1.61,158%,0:03.59,0.0,0.0,0.0,0.0,68500.0,0.0,11.0,22169.0,37.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.02,1.6,159%,0:03.52,0.0,0.0,0.0,0.0,68636.0,0.0,0.0,21181.0,28.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.08,1.65,158%,0:03.62,0.0,0.0,0.0,0.0,68436.0,0.0,8.0,22180.0,37.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.14,1.61,158%,0:03.63,0.0,0.0,0.0,0.0,68372.0,0.0,1.0,21926.0,27.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.05,1.55,155%,0:03.61,0.0,0.0,0.0,0.0,68352.0,0.0,0.0,21931.0,24.0,950.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.1,1.64,157%,0:03.63,0.0,0.0,0.0,0.0,68448.0,0.0,6.0,22173.0,50.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.32,1.46,149%,0:03.87,0.0,0.0,0.0,0.0,68424.0,0.0,1.0,21927.0,20.0,1053.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.42,1.5,149%,0:03.95,0.0,0.0,0.0,0.0,68204.0,0.0,3.0,21927.0,26.0,14991.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.16,1.51,154%,0:03.68,0.0,0.0,0.0,0.0,68508.0,0.0,3.0,21928.0,21.0,391.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.87,1.62,159%,0:03.45,0.0,0.0,0.0,0.0,68600.0,0.0,0.0,22185.0,23.0,12230.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.77,1.64,163%,0:03.31,0.0,0.0,0.0,0.0,68440.0,0.0,7.0,21947.0,34.0,410.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.01,1.44,156%,0:03.48,0.0,0.0,0.0,0.0,68540.0,0.0,0.0,22181.0,25.0,761.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.95,1.69,160%,0:03.52,0.0,0.0,0.0,0.0,68116.0,0.0,1.0,21929.0,33.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.12,1.61,158%,0:03.62,0.0,0.0,0.0,0.0,68296.0,0.0,1.0,22176.0,42.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.1,1.62,158%,0:03.60,0.0,0.0,0.0,0.0,68636.0,0.0,10.0,21939.0,47.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.09,1.54,157%,0:03.58,0.0,0.0,0.0,0.0,68460.0,0.0,6.0,21936.0,31.0,869.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.19,1.49,154%,0:03.67,0.0,0.0,0.0,0.0,68200.0,0.0,8.0,22697.0,30.0,1271.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.31,1.48,150%,0:03.84,0.0,0.0,0.0,0.0,68496.0,0.0,0.0,21931.0,21.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.01,1.68,159%,0:03.58,0.0,0.0,0.0,0.0,68532.0,0.0,0.0,21934.0,22.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.0,1.61,160%,0:03.51,0.0,0.0,0.0,0.0,68608.0,0.0,0.0,22181.0,23.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.91,1.69,160%,0:03.48,0.0,0.0,0.0,0.0,68424.0,0.0,0.0,22179.0,38.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.1,1.6,158%,0:03.59,0.0,0.0,0.0,0.0,68276.0,0.0,0.0,22694.0,27.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.24,1.6,154%,0:03.77,0.0,0.0,0.0,0.0,68632.0,0.0,0.0,22172.0,32.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.98,1.7,158%,0:03.58,0.0,0.0,0.0,0.0,68356.0,0.0,5.0,21940.0,40.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.14,1.53,157%,0:03.61,0.0,0.0,0.0,0.0,68536.0,0.0,0.0,21933.0,24.0,543.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.07,1.61,158%,0:03.58,0.0,0.0,0.0,0.0,68424.0,0.0,1.0,22173.0,26.0,331.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.93,1.58,161%,0:03.41,0.0,0.0,0.0,0.0,68476.0,0.0,1.0,21925.0,44.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.08,1.66,158%,0:03.62,0.0,0.0,0.0,0.0,68464.0,0.0,1.0,22185.0,33.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.91,1.66,159%,0:03.50,0.0,0.0,0.0,0.0,68308.0,0.0,7.0,22172.0,44.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.93,1.62,161%,0:03.45,0.0,0.0,0.0,0.0,68760.0,0.0,1.0,21670.0,30.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.96,1.56,161%,0:03.41,0.0,0.0,0.0,0.0,68364.0,0.0,1.0,22183.0,39.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.94,1.54,163%,0:03.36,0.0,0.0,0.0,0.0,68448.0,0.0,1.0,22175.0,43.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.93,1.64,161%,0:03.45,0.0,0.0,0.0,0.0,68440.0,0.0,1.0,21935.0,39.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.0,1.6,160%,0:03.48,0.0,0.0,0.0,0.0,68452.0,0.0,0.0,22186.0,23.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.96,1.67,160%,0:03.51,0.0,0.0,0.0,0.0,68344.0,0.0,0.0,22174.0,36.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.81,1.68,162%,0:03.39,0.0,0.0,0.0,0.0,68456.0,0.0,1.0,21934.0,45.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.93,1.59,162%,0:03.40,0.0,0.0,0.0,0.0,68336.0,0.0,2.0,22176.0,35.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.94,1.6,161%,0:03.44,0.0,0.0,0.0,0.0,68648.0,0.0,1.0,22195.0,44.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.03,1.64,159%,0:03.55,0.0,0.0,0.0,0.0,68484.0,0.0,2.0,21945.0,34.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.54,1.68,150%,0:04.13,0.0,0.0,0.0,0.0,68332.0,0.0,0.0,22176.0,24.0,361.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.04,1.26,143%,0:03.71,0.0,0.0,0.0,0.0,68620.0,0.0,0.0,21937.0,34.0,59345.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.92,1.66,161%,0:03.47,0.0,0.0,0.0,0.0,68548.0,0.0,1.0,22181.0,26.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.01,1.63,160%,0:03.52,0.0,0.0,0.0,0.0,68680.0,0.0,0.0,22184.0,22.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.47,1.56,154%,0:03.91,0.0,0.0,0.0,0.0,68196.0,0.0,1.0,21922.0,25.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.21,1.57,148%,0:03.89,0.0,0.0,0.0,0.0,68460.0,0.0,3.0,22187.0,22.0,8862.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.04,1.65,158%,0:03.60,0.0,0.0,0.0,0.0,68236.0,0.0,1.0,22174.0,25.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.9,1.62,162%,0:03.40,0.0,0.0,0.0,0.0,68472.0,0.0,2.0,22177.0,45.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.02,1.63,159%,0:03.54,0.0,0.0,0.0,0.0,68528.0,0.0,1.0,22174.0,27.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.19,1.6,157%,0:03.67,0.0,0.0,0.0,0.0,68600.0,0.0,2.0,21943.0,45.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.98,1.62,159%,0:03.52,0.0,0.0,0.0,0.0,68332.0,0.0,8.0,21944.0,52.0,467.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.94,1.59,156%,0:03.52,0.0,0.0,0.0,0.0,68236.0,0.0,1.0,21930.0,24.0,3272.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.06,1.63,158%,0:03.59,0.0,0.0,0.0,0.0,68488.0,0.0,0.0,21936.0,23.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.27,1.5,152%,0:03.78,0.0,0.0,0.0,0.0,68540.0,0.0,0.0,21942.0,29.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.11,1.57,158%,0:03.58,0.0,0.0,0.0,0.0,68396.0,0.0,1.0,21933.0,33.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.09,1.56,159%,0:03.53,0.0,0.0,0.0,0.0,68396.0,0.0,0.0,21936.0,30.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.09,1.61,159%,0:03.58,0.0,0.0,0.0,0.0,68388.0,0.0,1.0,21933.0,33.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.05,1.55,159%,0:03.50,0.0,0.0,0.0,0.0,68508.0,0.0,7.0,22189.0,32.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.99,1.64,159%,0:03.52,0.0,0.0,0.0,0.0,68544.0,0.0,0.0,21937.0,37.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.05,1.55,159%,0:03.52,0.0,0.0,0.0,0.0,68388.0,0.0,10.0,21944.0,35.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.07,1.56,157%,0:03.57,0.0,0.0,0.0,0.0,68668.0,0.0,12.0,21940.0,38.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.2,1.57,157%,0:03.65,0.0,0.0,0.0,0.0,68184.0,0.0,3.0,22700.0,29.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.88,1.52,157%,0:03.44,0.0,0.0,0.0,0.0,68764.0,0.0,1.0,21941.0,37.0,109747.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.82,1.66,161%,0:03.40,0.0,0.0,0.0,0.0,68328.0,0.0,1.0,22174.0,24.0,304.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.97,1.62,158%,0:03.52,0.0,0.0,0.0,0.0,68440.0,0.0,1.0,21938.0,25.0,237.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.12,1.6,158%,0:03.60,0.0,0.0,0.0,0.0,68316.0,0.0,0.0,21937.0,34.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.07,1.54,160%,0:03.50,0.0,0.0,0.0,0.0,68732.0,0.0,1.0,21666.0,23.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.01,1.57,156%,0:03.56,0.0,0.0,0.0,0.0,68496.0,0.0,11.0,22177.0,32.0,941.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.22,1.58,155%,0:03.72,0.0,0.0,0.0,0.0,68508.0,0.0,8.0,21940.0,43.0,378.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.18,1.55,154%,0:03.72,0.0,0.0,0.0,0.0,68408.0,0.0,0.0,22173.0,24.0,2248.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.1,1.65,156%,0:03.66,0.0,0.0,0.0,0.0,68296.0,0.0,0.0,21924.0,25.0,402.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",4.0,1.59,157%,0:03.54,0.0,0.0,0.0,0.0,68520.0,0.0,0.0,22179.0,24.0,541.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
"""python ciw_MM1.py""",3.92,1.64,160%,0:03.46,0.0,0.0,0.0,0.0,68696.0,0.0,9.0,21671.0,35.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,0.0
